BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,STYLE_D,STRUCT_D,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,CENSUS_TRACT,WARD
3,1,Forced Air,Y,1,6,3,1907,2013,2.5,1395000,Q,4,2054,2.5 Story Fin,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,1,1,11,2203,20001,38.91661935,-77.01668933,3400,Ward 1
3,1,Forced Air,Y,2,8,4,1907,2013,2,685000,Q,1,1436,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,11,2203,20001,38.91663683,-77.01662926,3400,Ward 1
3,1,Ht Pump,Y,2,8,4,1900,2006,3,687000,U,1,2108,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,2475,20001,38.91654195,-77.01612154,3400,Ward 1
3,1,Forced Air,Y,1,6,4,1940,2017,2,915000,Q,6,1503,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,2475,20001,38.91645413,-77.01609684,3400,Ward 1
4,1,Forced Air,Y,2,8,4,1900,2005,3,830000,Q,1,2364,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1294,20001,38.91609521,-77.01690818,3400,Ward 1
3,1,Forced Air,Y,2,7,4,1906,2002,3,975000,Q,6,2364,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1170,20001,38.91607907,-77.01703721,3400,Ward 1
3,1,Warm Cool,Y,2,8,5,1900,2002,3,660000,Q,1,2430,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1170,20001,38.91607482,-77.01709624,3400,Ward 1
4,1,Forced Air,Y,2,8,4,1900,2002,3,529900,Q,1,2093,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1575,20001,38.91627146,-77.01720733,3400,Ward 1
4,1,Forced Air,Y,2,9,5,1900,2003,3,545000,U,1,2592,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1575,20001,38.91631212,-77.01718728,3400,Ward 1
4,1,Forced Air,Y,1,8,4,1900,2001,3,390000,Q,1,2016,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,2,11,1759,20001,38.91635388,-77.01721911,3400,Ward 1
2,1,Forced Air,Y,1,6,3,1900,2014,2,1113500,Q,2,2046,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,13,3780,20001,38.91653717,-77.01801329,3400,Ward 1
3,1,Forced Air,Y,2,9,5,1900,2017,2,1500000,Q,3,1476,2 Story,Semi-Detached,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,1,24,3780,20001,38.91657227,-77.01766599,3400,Ward 1
3,1,Forced Air,Y,2,8,4,1910,2011,2,584000,Q,1,1586,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1600,20001,38.91605688,-77.01782625,3400,Ward 1
3,1,Forced Air,Y,1,7,4,1910,2010,2,1155000,Q,6,1630,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1599,20001,38.91604614,-77.0179426,3400,Ward 1
3,1,Forced Air,Y,1,6,3,1890,2004,2.25,920000,Q,8,1588,2 Story,Row Inside,Above Average,Good,Brick/Siding,Built Up,Hardwood,1,1,11,1309,20001,38.91633534,-77.01993254,3400,Ward 1
2,1,Forced Air,Y,1,6,3,2001,2015,2,157693,Q,1,1296,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1800,20001,38.91669764,-77.01948813,3400,Ward 1
2,1,Ht Pump,Y,1,5,2,2001,2011,2,232327,U,4,1470,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1793,20001,38.91661703,-77.02046143,3400,Ward 1
2,1,Forced Air,Y,1,6,3,2001,2012,2,745000,Q,4,1356,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1800,20001,38.9166243,-77.0202533,3400,Ward 1
1,1,Forced Air,Y,1,6,3,1912,1982,2,277000,U,1,1120,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Wood Floor,1,1,11,1040,20001,38.91743628,-77.01813678,3400,Ward 1
1,1,Forced Air,Y,1,4,2,1912,2007,2,660000,Q,6,832,2 Story,Row Inside,Fair Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,750,20001,38.91765705,-77.01829124,3400,Ward 1
1,1,Forced Air,Y,1,6,3,1912,2017,2,690000,Q,5,1030,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,985,20001,38.91751497,-77.01776666,3400,Ward 1
4,1,Forced Air,Y,1,10,4,1907,2019,2,1900000,Q,4,2253,2 Story,Single,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1,1,12,3780,20001,38.91681544,-77.01856788,3400,Ward 1
3,1,Ht Pump,Y,1,6,3,1907,2015,2,879900,Q,6,1080,2 Story,Row Inside,Above Average,Very Good,Brick/Stone,Built Up,Hardwood,1,1,11,780,20001,38.91717909,-77.01812542,3400,Ward 1
3,1,Forced Air,Y,1,6,3,1911,2000,2,855000,Q,2,1721,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,1,11,1602,20001,38.91315883,-77.0128615,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1911,2011,2,200000,U,1,1692,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1622,20001,38.91352076,-77.01305665,3302,Ward 5
2,1,Forced Air,Y,1,7,4,1895,2018,2,675042,Q,1,1716,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1593,20001,38.91388757,-77.01318978,3302,Ward 5
2,1,Hot Water Rad,Y,1,8,5,1895,2002,2,565000,Q,1,1726,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1593,20001,38.91388885,-77.01300887,3302,Ward 5
3,1,Forced Air,Y,1,9,4,1895,2019,2,1456075,Q,3,1973,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,1,11,1586,20001,38.9138526,-77.01331142,3302,Ward 5
2,1,Hot Water Rad,Y,2,7,4,1900,2020,2,1130000,Q,3,1866,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1419,20001,38.91389188,-77.01242485,3302,Ward 5
3,1,Ht Pump,Y,2,8,5,1920,2008,2,775000,Q,2,1680,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,2,2,24,1423,20001,38.91375433,-77.0124261,3302,Ward 5
3,1,Forced Air,Y,1,6,4,1895,2009,2,1265000,Q,5,1754,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,2,11,1500,20001,38.91389362,-77.01034534,3302,Ward 5
2,1,Forced Air,N,1,7,4,1895,2003,2,282000,Q,1,1338,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,1,11,1500,20001,38.91389516,-77.01116539,3302,Ward 5
2,1,Forced Air,Y,2,6,5,1895,2005,2,1050000,Q,5,2571,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91390463,-77.01110785,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2015,2,1100000,Q,5,1702,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1500,20001,38.91351866,-77.0096997,3302,Ward 5
2,1,Forced Air,Y,2,8,4,1895,2004,2,250000,Q,1,1748,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,11,1500,20001,38.91388451,-77.01139853,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1896,2012,2,1355000,Q,6,2120,2 Story,Row End,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1500,20001,38.91387882,-77.0115761,3302,Ward 5
2,1,Hot Water Rad,N,2,8,4,1895,2008,2,385000,U,1,1772,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,2,24,1500,20001,38.91388405,-77.0115166,3302,Ward 5
2,1,Forced Air,Y,2,11,5,1895,2004,2,300000,U,1,1702,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1111,20002,38.91390181,-77.00933562,3302,Ward 5
2,1,Forced Air,Y,1,7,4,1895,2001,2,259000,Q,1,1452,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,2,11,1111,20001,38.91371168,-77.01192521,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2012,2.5,380000,U,1,2240,2.5 Story Fin,Row End,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,3200,20001,38.91346909,-77.01189727,3302,Ward 5
3,1,Forced Air,Y,2,8,4,1895,2011,3,191000,U,1,1986,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91351413,-77.01098972,3302,Ward 5
1,1,Ht Pump,Y,1,6,3,1895,2010,2,821500,Q,5,1448,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,2,11,1499,20001,38.91350755,-77.0099958,3302,Ward 5
2,1,Forced Air,Y,1,6,3,1895,2011,2,780000,Q,6,1518,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,2,11,1499,20001,38.91351389,-77.0105812,3302,Ward 5
3,1,Forced Air,Y,2,8,5,1895,2013,2,945000,Q,4,1504,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.9135041,-77.01034574,3302,Ward 5
2,1,Hot Water Rad,Y,4,11,8,1906,2007,3,699000,U,1,2255,3 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,4,2,24,1500,20001,38.91388616,-77.01016985,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2000,2,1125000,Q,5,1694,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1500,20001,38.91426732,-77.01093022,3302,Ward 5
4,1,Forced Air,Y,1,10,6,1895,2018,2,536500,U,2,2991,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91427758,-77.01104783,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2010,2,1102000,Q,6,1644,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,11,1500,20001,38.9146428,-77.01081209,3302,Ward 5
2,1,Forced Air,Y,1,7,4,1907,2012,2,326000,U,1,1298,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1962,20001,38.91451004,-77.01400176,3302,Ward 5
3,1,Forced Air,Y,1,6,4,1895,2018,2,1355000,Q,3,1882,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,1,11,1610,20001,38.91427502,-77.01314166,3302,Ward 5
4,1,Forced Air,Y,1,9,6,1895,2020,3,535000,Q,1,1831,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1500,20001,38.91426787,-77.01081411,3302,Ward 5
4,1,Forced Air,Y,2,9,6,1895,2016,3,595000,Q,1,2531,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1500,20001,38.91426591,-77.01058188,3302,Ward 5
3,1,Warm Cool,Y,2,9,4,1895,2020,2,1100000,Q,2,1594,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91426708,-77.01063827,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2015,2,965000,Q,8,1484,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1499,20001,38.91426702,-77.0102859,3302,Ward 5
3,1,Hot Water Rad,N,1,6,3,1895,2016,2,495000,Q,1,1908,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,1,3,11,1500,20001,38.91426692,-77.01034401,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1895,2015,2,1067000,Q,3,1548,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1500,20001,38.91427704,-77.00999383,3302,Ward 5
3,1,Forced Air,Y,2,7,3,1895,2010,2,1232500,Q,5,1480,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,2,24,1440,20001,38.9142688,-77.01046543,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1895,2014,2,699000,Q,1,1584,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1500,20001,38.91426518,-77.00970188,3302,Ward 5
4,1,Forced Air,Y,2,8,5,1895,2003,2,781000,Q,1,2045,2 Story,Row End,Very Good,Average,Common Brick,Built Up,Hardwood,2,2,24,1367,20002,38.9142753,-77.0092967,3302,Ward 5
3,1,Forced Air,Y,2,8,5,1895,2005,2,600000,Q,1,1816,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1366,20001,38.914276,-77.00954045,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1895,2020,2,1500000,Q,4,1498,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1500,20001,38.91427587,-77.01005148,3302,Ward 5
3,1,Forced Air,Y,2,8,4,1895,2011,2,449000,Q,1,1742,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1499,20001,38.91427604,-77.01011098,3302,Ward 5
3,1,Forced Air,Y,1,6,3,1895,2016,2,1125000,Q,9,1426,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Wood Floor,1,2,11,1500,20001,38.91464929,-77.00975924,3302,Ward 5
3,1,Forced Air,Y,1,6,3,1895,2011,2,985000,Q,7,1468,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1139,20001,38.91464737,-77.0119196,3302,Ward 5
4,1,Forced Air,Y,2,9,6,1895,2011,2,920000,U,6,1692,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,3,24,1500,20001,38.91464743,-77.01133996,3302,Ward 5
3,1,Forced Air,Y,2,8,4,1907,2002,2,459900,Q,1,1432,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1121,20001,38.91169659,-77.01017103,3302,Ward 5
3,1,Forced Air,Y,1,6,3,1907,2003,2,1082825,Q,5,1602,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1439,20001,38.9116949,-77.00987725,3302,Ward 5
3,1,Forced Air,Y,2,8,5,1907,2002,2,380000,Q,1,1831,2 Story,Row Inside,Good Quality,Average,Brick/Stone,Built Up,Hardwood/Carp,2,1,24,1511,20001,38.9116832,-77.00981925,3302,Ward 5
2,1,Forced Air,Y,2,8,4,1907,2010,2,549000,Q,1,1620,2 Story,Row Inside,Good Quality,Good,Brick/Stone,Built Up,Hardwood/Carp,2,1,24,1542,20001,38.91168276,-77.00970095,3302,Ward 5
2,1,Forced Air,N,2,8,4,1907,2001,2,607500,U,2,1696,2 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1667,20001,38.9116815,-77.00958542,3302,Ward 5
3,1,Forced Air,Y,1,6,2,1907,2004,2,788500,Q,4,1398,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,11,1382,20001,38.91171982,-77.01032508,3302,Ward 5
3,1,Hot Water Rad,Y,2,6,3,1895,2001,2,347900,Q,1,1326,2 Story,Row Inside,Above Average,Good,Stone,Built Up,Hardwood,1,2,11,1499,20001,38.91242971,-77.01087632,3302,Ward 5
3,1,Forced Air,Y,1,6,3,1895,2011,2,269000,Q,1,1488,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,1,11,1500,20001,38.91242452,-77.01052385,3302,Ward 5
2,1,Forced Air,Y,1,6,2,1895,2006,2,868600,Q,4,1500,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,2,11,1500,20001,38.91242327,-77.01040324,3302,Ward 5
3,1,Forced Air,Y,2,6,3,1895,2005,2,575000,Q,1,1500,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1500,20001,38.91242598,-77.01034674,3302,Ward 5
3,1,Forced Air,Y,2,8,3,1895,2021,3,1027500,Q,5,2357,3 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,2,24,1500,20001,38.9124041,-77.0112243,3302,Ward 5
3,1,Forced Air,Y,2,7,5,1895,2008,2,899900,Q,3,1544,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1500,20001,38.91202818,-77.01122655,3302,Ward 5
2,1,Forced Air,Y,2,8,5,1907,2009,2,290000,Q,1,1596,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1500,20001,38.91203272,-77.0098193,3302,Ward 5
1,1,Forced Air,Y,1,7,3,1895,2015,2,290500,U,3,1558,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1363,20001,38.91240675,-77.01169081,3302,Ward 5
2,1,Electric Rad,Y,2,8,4,1907,2003,2.5,270000,Q,1,2028,2.5 Story Fin,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,24,1499,20001,38.91203956,-77.0098781,3302,Ward 5
3,1,Ht Pump,Y,1,6,3,1910,2012,2,729300,Q,6,1080,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Wood Floor,1,1,11,864,20001,38.91217513,-77.01187745,3302,Ward 5
3,1,Warm Cool,Y,2,6,4,1895,2000,2,965000,Q,4,1534,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91202766,-77.01099295,3302,Ward 5
2,1,Forced Air,Y,1,6,3,1895,2012,2,716000,Q,1,2052,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,1,2,11,1537,20001,38.91283145,-77.00958154,3302,Ward 5
2,1,Warm Cool,Y,1,5,3,1895,1995,2,150000,Q,1,2424,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Wood Floor,1,1,11,1800,20001,38.91280514,-77.0112887,3302,Ward 5
2,1,Hot Water Rad,N,2,8,5,1985,2010,2,585000,Q,1,1780,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1567,20001,38.91317373,-77.00959945,3302,Ward 5
2,1,Forced Air,Y,1,6,3,1895,2003,3,855000,Q,5,2236,3 Story,Row End,Above Average,Good,Common Brick,Built Up,Wood Floor,1,1,11,1360,20001,38.9127688,-77.01168211,3302,Ward 5
2,1,Forced Air,Y,1,6,3,1895,2009,2,490000,Q,1,1554,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1500,20001,38.91317057,-77.01081613,3302,Ward 5
2,1,Forced Air,Y,1,6,2,1895,2005,2,945000,Q,5,1430,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1500,20001,38.91317985,-77.0107006,3302,Ward 5
1,1,Forced Air,Y,1,5,2,1895,2006,2,900000,Q,2,1500,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1500,20001,38.91318023,-77.01058184,3302,Ward 5
2,1,Water Base Brd,Y,1,6,3,1895,2013,2,709000,Q,1,1370,2 Story,Row Inside,Good Quality,Good,Brick/Stone,Built Up,Hardwood/Carp,2,3,24,1500,20001,38.91277844,-77.01076165,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1895,2008,2,905000,Q,6,1542,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1500,20001,38.91279904,-77.01105164,3302,Ward 5
3,1,Forced Air,Y,1,6,4,1895,2017,2,700000,Q,3,1848,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,1,1,11,1499,20001,38.91278699,-77.01082023,3302,Ward 5
2,1,Hot Water Rad,Y,2,7,4,1912,2009,2,594500,Q,1,1747,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1536,20001,38.91315502,-77.0130974,3302,Ward 5
2,1,Hot Water Rad,Y,1,6,3,1912,2000,2,896000,Q,2,1742,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1536,20001,38.91315502,-77.01303872,3302,Ward 5
2,1,Forced Air,Y,2,7,4,1911,2013,2,925000,Q,5,1381,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1850,20001,38.91278056,-77.01296093,3302,Ward 5
5,1,Forced Air,Y,2,8,7,1909,2016,2.5,1050000,Q,4,2122,2.5 Story Fin,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1499,20001,38.91535626,-77.01075455,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1907,2006,2,1153000,Q,6,1634,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,2,1,11,1500,20001,38.91499509,-77.01110583,3302,Ward 5
3,1,Ht Pump,Y,2,8,4,1907,2002,2,508208,Q,1,1664,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,24,1500,20001,38.91499606,-77.01128132,3302,Ward 5
2,1,Forced Air,Y,1,8,5,1907,2010,2.25,600000,Q,1,1862,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,2,11,1500,20001,38.91500377,-77.01075691,3302,Ward 5
2,1,Hot Water Rad,N,1,6,4,1907,2007,3,280000,Q,1,1862,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,2,11,1500,20001,38.91499745,-77.0108728,3302,Ward 5
2,1,Ht Pump,Y,2,7,5,1910,2011,2,425000,Q,1,1584,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1500,20001,38.9153771,-77.01046317,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1910,2010,2,499900,Q,1,2052,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,2,1,24,1499,20001,38.91536954,-77.01040528,3302,Ward 5
3,1,Ht Pump,Y,2,8,5,1909,2014,2,1190000,Q,4,1828,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Wood Floor,2,1,24,1152,20001,38.91576097,-77.01021923,3302,Ward 5
3,1,Forced Air,Y,1,7,4,1909,2011,2,1150000,Q,5,1832,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1152,20001,38.91576231,-77.01028473,3302,Ward 5
3,1,Forced Air,Y,2,7,4,1920,2020,2,750000,Q,5,1860,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1208,20001,38.91575319,-77.01052526,3302,Ward 5
3,1,Hot Water Rad,N,1,7,4,1900,2011,2,1005000,Q,5,1696,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1419,20001,38.91680441,-77.01361639,3301,Ward 5
3,1,Forced Air,Y,2,8,4,1909,2016,2,1145000,Q,9,1688,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,2,1,24,1523,20001,38.91646076,-77.01353192,3301,Ward 5
3,1,Warm Cool,Y,2,6,4,1909,2005,2,510000,Q,1,1688,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,24,1523,20001,38.9164584,-77.01365634,3301,Ward 5
3,1,Ht Pump,Y,2,8,5,1900,2004,2,1300000,Q,5,1680,2 Story,Row Inside,Good Quality,Good,Brick Veneer,Built Up,Hardwood,2,3,24,1758,20001,38.91644818,-77.0131891,3301,Ward 5
1,1,Warm Cool,Y,1,6,3,1910,1999,2,117500,Q,1,1600,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Carpet,1,1,11,1538,20001,38.9164184,-77.01288653,3301,Ward 5
3,1,Warm Cool,Y,1,8,4,1906,2004,2,875000,Q,3,1548,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,13,2175,20001,38.91731411,-77.01431019,3301,Ward 5
3,1,Forced Air,Y,1,8,5,1906,2014,2,183796,U,5,1488,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,1,13,2211,20001,38.91736933,-77.01431066,3301,Ward 5
3,1,Forced Air,Y,1,7,3,1906,2007,2,1135000,Q,5,1965,2 Story,Row End,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,11,1384,20001,38.91718988,-77.01366478,3301,Ward 5
2,1,Forced Air,Y,1,6,3,1906,2004,2,484000,U,1,1660,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,3,11,1383,20001,38.91718714,-77.01396816,3301,Ward 5
3,1,Forced Air,Y,1,7,4,1906,2014,2,675000,Q,1,1446,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1020,20001,38.91717944,-77.01426416,3301,Ward 5
3,1,Forced Air,Y,1,7,4,1906,2012,2,975000,Q,7,1502,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,11,1141,20001,38.91793296,-77.01373503,3301,Ward 5
4,1,Forced Air,Y,2,8,5,1906,2004,3,865000,Q,1,2202,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1800,20001,38.91754575,-77.01240727,3301,Ward 5
3,1,Hot Water Rad,Y,1,6,3,1906,2010,2,1038000,Q,4,1709,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,1,11,1411,20001,38.91719417,-77.01316295,3301,Ward 5
4,1,Forced Air,Y,2,8,5,1906,2007,3,785000,Q,1,2182,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1360,20001,38.91788303,-77.01239661,3301,Ward 5
2,1,Forced Air,Y,2,8,4,1906,2016,2,894800,Q,3,1276,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,24,1759,20001,38.91765618,-77.01333462,3301,Ward 5
3,1,Hot Water Rad,Y,1,7,4,1906,2001,2.25,520000,Q,1,1814,2 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood/Carp,1,1,11,1700,20001,38.91720385,-77.00994696,3301,Ward 5
3,1,Forced Air,Y,2,7,4,1906,2004,2,655000,Q,1,1714,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1700,20001,38.91719619,-77.01006942,3301,Ward 5
3,1,Forced Air,Y,2,7,4,1906,2005,2,650000,Q,1,1620,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1700,20001,38.91718455,-77.0102478,3301,Ward 5
3,1,Hot Water Rad,N,1,7,4,1906,2019,2,1399000,Q,5,1574,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,3,11,1700,20001,38.91718362,-77.01054726,3301,Ward 5
